product_id,sku,product_name,category,subcategory,brand,uom,unit_cost,unit_price,weight_kg,is_discontinued,created_date
208,sku-cf-00208,cabin filter l - brandc series-2,cabin_filter,cabin_l,brandc,ea,8.67,11.7,0.61,false,2022-08-10 00:00:00
210,sku-ef-00210,engine filter xl - brandf series-1,engine_filter,engine_xl,brandf,ea,15.55,20.99,0.91,false,2023-12-11 00:00:00
212,sku-of-00212,oil filter m - brandg series-2,oil_filter,oil_m,brandg,ea,6.87,9.27,0.52,false,2022-10-27 00:00:00
213,sku-ff-00213,fuel filter m - branda series-2,fuel_filter,fuel_m,branda,ea,12.64,17.06,1.57,false,2024-11-29 00:00:00
214,sku-of-00214,oil filter s - brandb series-1,oil_filter,oil_s,brandb,ea,9.55,12.89,0.94,false,2022-06-17 00:00:00
215,sku-cf-00215,cabin filter s - brandc max,cabin_filter,cabin_s,brandc,ea,8.02,9.62,0.93,false,2024-11-29 00:00:00
216,sku-of-00080,air filter s - brandd series-1,air_filter,air_s,brandd,ea,9.51,14.27,0.84,false,2024-08-17 00:00:00
217,sku-cf-00217,cabin filter m - brandh series-3,cabin_filter,cabin_m,brandh,ea,16.09,19.31,1.2,false,2024-04-17 00:00:00
218,sku-tf-00218,transmission filter m - branda series-3,transmission_filter,transmission_m,branda,ea,10.91,19.64,2.1,false,2022-01-12 00:00:00
219,sku-cf-00219,cabin filter m - brandg series-1,cabin_filter,cabin_m,brandg,ea,11.15,15.05,0.51,true,2024-09-19 00:00:00
220,sku-cf-00220,cabin filter xl - brandh pro,cabin_filter,cabin_xl,brandh,ea,6.88,12.38,0.45,false,2024-05-04 00:00:00
221,sku-of-00221,oil filter xl - brandb series-1,oil_filter,oil_xl,brandb,ea,9.21,16.58,1.04,false,2023-06-06 00:00:00
222,sku-ef-00222,engine filter xl - branda max,engine_filter,engine_xl,branda,ea,10.37,12.44,1.1,false,2022-09-05 00:00:00
223,sku-af-00223,air filter l - brande series-3,air_filter,air_l,brande,ea,9.17,16.51,0.71,false,2022-05-15 00:00:00
224,sku-of-00224,oil filter xl - brandd series-1,oil_filter,oil_xl,brandd,ea,9.51,11.41,0.84,false,2023-07-14 00:00:00
225,sku-of-00225,oil filter m - brandf series-3,oil_filter,oil_m,brandf,ea,8.09,10.92,1.02,false,2023-01-25 00:00:00
226,sku-ef-00226,engine filter xl - brandd series-1,engine_filter,engine_xl,brandd,ea,12.66,17.09,1.97,false,2022-03-02 00:00:00
227,sku-of-00227,oil filter xl - branda series-2,oil_filter,oil_xl,branda,ea,9.94,13.42,1.02,false,2023-06-11 00:00:00
228,sku-tf-00228,transmission filter xl - brandb series-2,transmission_filter,transmission_xl,brandb,box,16.73,36.81,1.74,false,2022-07-06 00:00:00
229,sku-of-00229,oil filter xl - brande pro,oil_filter,oil_xl,brande,box,9.41,11.29,0.66,true,2025-02-02 00:00:00
230,sku-af-00230,air filter m - brandg series-3,air_filter,air_m,brandg,ea,12.36,27.19,0.66,false,2023-05-15 00:00:00
231,sku-cf-00231,cabin filter s - brandh series-1,cabin_filter,cabin_s,brandh,ea,10.07,13.59,1.01,false,2022-06-04 00:00:00
232,sku-of-00232,oil filter m - brande max,oil_filter,oil_m,brande,box,9.03,19.87,0.9,false,2022-06-05 00:00:00
233,sku-ff-00233,fuel filter l - brandf pro,fuel_filter,fuel_l,brandf,ea,12.4,18.6,0.88,false,2023-02-26 00:00:00
234,sku-ff-00234,fuel filter xl - brande pro,fuel_filter,fuel_xl,brande,ea,14.28,17.14,1.89,false,2023-08-11 00:00:00
235,sku-of-00235,oil filter l - brande pro,oil_filter,oil_l,brande,ea,8.62,12.93,1.1,false,2023-09-17 00:00:00
236,sku-af-00236,air filter xl - brandg series-2,air_filter,air_xl,brandg,ea,5.58,7.53,0.5,false,2025-03-30 00:00:00
237,sku-af-00237,air filter m - brandb pro,air_filter,air_m,brandb,ea,13.29,29.24,0.83,false,2024-12-02 00:00:00
238,sku-cf-00238,cabin filter m - brande series-1,cabin_filter,cabin_m,brande,ea,14.96,20.2,1.1,false,2024-08-03 00:00:00
239,sku-of-00239,oil filter l - brandc series-3,oil_filter,oil_l,brandc,ea,8.73,11.79,0.99,false,2025-02-17 00:00:00
240,sku-ef-00240,engine filter l - brande pro,engine_filter,engine_l,brande,box,15.46,27.83,1.26,false,2024-08-09 00:00:00
241,sku-af-00241,air filter m - brandd series-3,air_filter,air_m,brandd,box,12.23,14.68,0.7,true,2025-05-24 00:00:00
242,sku-ef-00242,engine filter m - brande max,engine_filter,engine_m,brande,box,15.6,23.4,1.67,false,2022-10-03 00:00:00
243,sku-af-00243,air filter l - brandb series-2,air_filter,air_l,brandb,ea,9.55,12.89,0.76,false,2025-07-16 00:00:00
244,sku-of-00244,oil filter s - branda series-2,oil_filter,oil_s,branda,ea,9.12,13.68,0.93,false,2022-01-15 00:00:00
245,sku-af-00245,air filter l - brandd series-3,air_filter,air_l,brandd,ea,7.15,8.58,0.97,true,2024-05-27 00:00:00
246,sku-of-00246,oil filter l - brande max,oil_filter,oil_l,brande,ea,8.01,9.61,1.06,false,2024-06-16 00:00:00
247,sku-af-00247,air filter l - brande max,air_filter,air_l,brande,ea,9.75,11.7,0.84,false,2025-01-10 00:00:00
248,sku-ff-00248,fuel filter m - brandf series-3,fuel_filter,fuel_m,brandf,ea,18.38,22.06,1.22,false,2022-01-14 00:00:00
249,sku-of-00249,oil filter s - brandd series-3,oil_filter,oil_s,brandd,ea,7.63,11.45,0.28,false,2022-02-16 00:00:00
250,sku-af-00250,air filter xl - branda max,air_filter,air_xl,branda,ea,4.92,6.64,0.97,true,2024-04-11 00:00:00
251,sku-ef-00264,oil filter m - brandd max,oil_filter,oil_m,brandd,box,6.17,7.4,1.15,false,2023-09-01 00:00:00
252,sku-of-00252,oil filter s - brande pro,oil_filter,oil_s,brande,ea,10.92,13.1,1.04,false,2023-12-30 00:00:00
253,sku-af-00253,air filter m - brandh series-2,air_filter,air_m,brandh,ea,8.93,12.06,0.45,false,2022-01-19 00:00:00
254,sku-ef-00254,engine filter xl - brandb series-2,engine_filter,engine_xl,brandb,ea,9.39,12.68,0.87,false,2023-11-21 00:00:00
255,sku-ff-00255,fuel filter m - brandh series-3,fuel_filter,fuel_m,brandh,ea,10.59,23.3,1.56,false,2023-11-27 00:00:00
256,sku-cf-00256,cabin filter xl - brandg series-1,cabin_filter,cabin_xl,brandg,box,9.76,11.71,0.32,false,2023-04-03 00:00:00
257,sku-af-00257,air filter m - brandf series-1,air_filter,air_m,brandf,ea,7.93,9.52,0.94,false,2024-09-14 00:00:00
258,sku-ef-00258,engine filter m - brandh series-2,engine_filter,engine_m,brandh,ea,8.95,16.11,1.59,false,2023-01-30 00:00:00
259,sku-tf-00259,transmission filter s - brandf series-1,transmission_filter,transmission_s,brandf,ea,13.72,16.46,1.92,false,2025-09-28 00:00:00
260,sku-ef-00260,engine filter l - brandg series-1,engine_filter,engine_l,brandg,ea,12.08,14.5,0.43,false,2022-01-12 00:00:00
261,sku-af-00261,air filter s - brande series-1,air_filter,air_s,brande,ea,6.45,7.74,1.09,false,2023-04-09 00:00:00
262,sku-ff-00262,fuel filter xl - brandc series-1,fuel_filter,fuel_xl,brandc,ea,6.5,9.75,1.7,false,2024-12-11 00:00:00
263,sku-of-00263,oil filter s - branda series-1,oil_filter,oil_s,branda,box,10.29,12.35,0.26,false,2022-04-11 00:00:00
264,sku-ef-00264,engine filter l - brandc series-1,engine_filter,engine_l,brandc,ea,12.29,27.04,1.63,false,2022-04-19 00:00:00
265,sku-ef-00265,engine filter m - brandh max,engine_filter,engine_m,brandh,ea,10.93,14.76,0.74,false,2025-09-06 00:00:00
266,sku-af-00266,air filter xl - branda series-2,air_filter,air_xl,branda,ea,9.49,11.39,0.24,true,2022-07-02 00:00:00
267,sku-of-00267,oil filter m - brandg series-3,oil_filter,oil_m,brandg,ea,8.82,11.91,0.71,true,2025-01-19 00:00:00
268,sku-ef-00268,engine filter l - brandg series-1,engine_filter,engine_l,brandg,ea,15.32,18.38,1.9,false,2023-03-26 00:00:00
269,sku-of-00269,oil filter l - branda pro,oil_filter,oil_l,branda,ea,11.31,13.57,0.75,false,2024-12-16 00:00:00
270,sku-ff-00270,fuel filter s - brandg series-2,fuel_filter,fuel_s,brandg,box,7.55,10.19,0.92,false,2023-06-10 00:00:00
271,sku-cf-00271,cabin filter s - branda max,cabin_filter,cabin_s,branda,ea,8.11,10.95,0.87,false,2023-05-09 00:00:00
272,sku-tf-00272,transmission filter s - brandg max,transmission_filter,transmission_s,brandg,ea,24.4,43.92,1.95,false,2025-11-04 00:00:00
273,sku-tf-00273,transmission filter s - branda pro,transmission_filter,transmission_s,branda,ea,14.32,19.33,2.0,false,2022-07-19 00:00:00
274,sku-ef-00274,engine filter xl - brandb series-3,engine_filter,engine_xl,brandb,ea,20.94,25.13,1.91,false,2023-08-11 00:00:00
275,sku-ff-00275,fuel filter s - brandg pro,fuel_filter,fuel_s,brandg,ea,9.37,11.24,1.83,false,2024-02-07 00:00:00
276,sku-cf-00276,cabin filter s - brandc series-1,cabin_filter,cabin_s,brandc,box,7.46,10.07,0.68,false,2025-01-20 00:00:00
277,sku-af-00277,air filter l - brandd pro,air_filter,air_l,brandd,box,5.51,7.44,0.99,false,2022-04-11 00:00:00
278,sku-cf-00278,cabin filter l - brandb max,cabin_filter,cabin_l,brandb,box,7.85,9.42,0.31,false,2024-09-01 00:00:00
280,sku-of-00280,oil filter l - brandf series-2,oil_filter,oil_l,brandf,ea,9.48,11.38,0.5,false,2022-06-12 00:00:00
281,sku-ef-00281,engine filter xl - brandg pro,engine_filter,engine_xl,brandg,ea,10.34,12.41,0.88,false,2022-02-16 00:00:00
282,sku-ff-00282,fuel filter s - brandg series-3,fuel_filter,fuel_s,brandg,ea,12.42,16.77,1.05,false,2022-02-19 00:00:00
283,sku-of-00283,oil filter m - branda pro,oil_filter,oil_m,branda,ea,8.95,16.11,0.65,false,2023-07-19 00:00:00
284,sku-cf-00284,cabin filter l - brandb series-3,cabin_filter,cabin_l,brandb,ea,13.99,18.89,0.94,false,2022-08-23 00:00:00
285,sku-ef-00285,engine filter m - brandd series-2,engine_filter,engine_m,brandd,ea,11.73,17.59,0.89,false,2022-04-25 00:00:00
286,sku-af-00286,air filter s - brandf pro,air_filter,air_s,brandf,ea,8.78,15.8,0.79,false,2025-10-11 00:00:00
287,sku-of-00287,oil filter m - brandb pro,oil_filter,oil_m,brandb,ea,8.88,10.66,0.44,false,2025-03-18 00:00:00
288,sku-af-00288,air filter s - brandg series-3,air_filter,air_s,brandg,box,9.87,13.32,0.83,false,2025-02-09 00:00:00
289,sku-ef-00289,engine filter l - branda pro,engine_filter,engine_l,branda,ea,13.83,24.89,0.97,false,2025-08-02 00:00:00
290,sku-af-00290,air filter m - brandc max,air_filter,air_m,brandc,ea,10.69,12.83,0.25,false,2025-09-06 00:00:00
291,sku-ef-00291,engine filter xl - brandb series-3,engine_filter,engine_xl,brandb,ea,14.29,17.15,0.81,false,2023-08-04 00:00:00
292,sku-cf-00292,cabin filter xl - branda series-1,cabin_filter,cabin_xl,branda,ea,9.24,13.86,0.36,false,2024-01-02 00:00:00
293,sku-ef-00293,engine filter m - brandh max,engine_filter,engine_m,brandh,ea,16.56,22.36,1.71,false,2022-01-13 00:00:00
294,sku-ef-00294,engine filter m - brande series-2,engine_filter,engine_m,brande,ea,15.27,22.91,0.74,false,2024-09-18 00:00:00
295,sku-of-00295,oil filter m - brandc pro,oil_filter,oil_m,brandc,ea,9.65,14.48,0.96,false,2023-09-25 00:00:00
296,sku-of-00296,oil filter l - brandd max,oil_filter,oil_l,brandd,ea,8.16,11.02,0.27,false,2022-11-18 00:00:00
297,sku-ff-00297,fuel filter xl - brandc pro,fuel_filter,fuel_xl,brandc,ea,13.62,16.34,1.61,false,2022-05-30 00:00:00
298,sku-af-00298,air filter xl - brandf pro,air_filter,air_xl,brandf,ea,7.22,10.83,1.16,false,2024-11-12 00:00:00
299,sku-ff-00299,fuel filter s - brandf max,fuel_filter,fuel_s,brandf,ea,8.39,10.07,1.36,false,2022-02-01 00:00:00
300,sku-ff-00300,fuel filter xl - brandf max,filter_misc,fuel_xl,brandf,box,10.63,14.35,1.11,false,2023-10-01 00:00:00
301,sku-of-00301,oil filter xl - brandb series-1,oil_filter,oil_xl,brandb,ea,10.3,7.94,0.63,false,2024-12-03 00:00:00
302,sku-cf-00302,cabin filter m - brandd max,cabin_filter,cabin_m,brandd,ea,10.4,12.48,0.2,false,2025-01-15 00:00:00
303,sku-cf-00303,cabin filter s - brande max,cabin_filter,cabin_s,brande,ea,14.49,19.56,0.83,false,2024-03-20 00:00:00
304,sku-ff-00304,fuel filter m - brandd pro,fuel_filter,fuel_m,brandd,ea,11.56,13.87,1.46,false,2024-06-19 00:00:00
305,sku-ef-00305,engine filter l - branda max,engine_filter,engine_l,branda,ea,18.37,24.8,1.71,false,2024-04-09 00:00:00
306,sku-af-00306,air filter xl - brandb series-1,air_filter,air_xl,brandb,ea,7.97,9.56,1.13,false,2022-09-14 00:00:00
307,sku-af-00307,air filter xl - brandc pro,air_filter,air_xl,brandc,ea,10.07,15.11,0.38,false,2024-01-09 00:00:00
308,sku-ef-00308,engine filter l - brandf series-1,engine_filter,engine_l,brandf,ea,10.4,15.6,1.51,false,2023-07-03 00:00:00
309,sku-of-00309,oil filter l - brandg series-1,oil_filter,oil_l,brandg,ea,4.59,6.88,0.28,true,2023-01-31 00:00:00
310,sku-of-00310,oil filter m - brandd pro,oil_filter,oil_m,brandd,ea,7.8,14.04,0.69,false,2023-04-02 00:00:00
311,sku-ff-00311,fuel filter l - brandc pro,fuel_filter,fuel_l,brandc,ea,12.26,16.55,1.96,false,2024-01-30 00:00:00
312,sku-ef-00312,engine filter m - branda max,engine_filter,engine_m,branda,ea,21.49,29.01,1.76,false,2023-12-29 00:00:00
313,sku-tf-00313,transmission filter l - brandb series-1,transmission_filter,transmission_l,brandb,ea,24.12,28.94,1.93,false,2023-08-13 00:00:00
314,sku-ff-00314,fuel filter xl - branda series-1,fuel_filter,fuel_xl,branda,ea,9.97,11.96,0.48,false,2023-03-21 00:00:00
315,sku-ff-00315,fuel filter m - brandf max,fuel_filter,fuel_m,brandf,ea,13.62,8.99,0.53,false,2024-06-28 00:00:00
316,sku-ff-00316,fuel filter xl - brandc max,fuel_filter,fuel_xl,brandc,ea,8.18,9.82,0.46,false,2022-03-15 00:00:00
317,sku-af-00317,air filter xl - brande max,air_filter,air_xl,brande,box,12.13,9.49,0.57,false,2024-07-31 00:00:00
318,sku-af-00318,air filter s - brandh series-1,air_filter,air_s,brandh,ea,10.81,23.78,0.75,false,2025-11-25 00:00:00
319,sku-ef-00319,engine filter l - brandb max,engine_filter,engine_l,brandb,ea,14.84,32.65,0.49,false,2024-06-10 00:00:00
320,sku-of-00320,oil filter l - brandg series-2,oil_filter,oil_l,brandg,ea,5.07,6.84,1.07,false,2022-02-13 00:00:00
